Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade,Grade range
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,28221.5,0,457.64,8,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,51081.5,0,4117.56,13,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,98228,0,7816.14,21,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,91981.1331,0,0,67,C
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,102079.9087,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,M,105342.655,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,84745.5799,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,33137.9054,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,51400.0835,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,M,23431.365,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,46189.26,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,30893,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,34721,0,1512.42,13,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,92986,0,3336.46,67,C
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,78937,0,6013.06,16,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,34721.004,0,2197.48,13,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,21784.7317,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,98538.2638,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,60340.9443,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,44320.387,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,82280.7657,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,67769.0508,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,77207.0701,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,55483.405,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,70287.3468,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,43946.9714,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,63798.925,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,110768.19,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,21784.728,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,34434.72,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,92116.6409,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,24394.5392,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,46417.36,15.18,0,13,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,31899.4625,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,31899.4625,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,63798.925,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,28246.7025,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,34031.0691,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,111089.654,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,29978.82,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,M,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Business Office,F,117424,0,4913.3,72,C
LIB,Department of Public Libraries,LIB 71 Business Office,F,78937,0,6256.7,16,A
LIB,Department of Public Libraries,LIB 71 Business Office,F,78937,0,6256.7,16,A
LIB,Department of Public Libraries,LIB 71 Business Office,M,143000.11,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Business Office,F,75178.6,0,0,68,C
LIB,Department of Public Libraries,LIB 71 Cataloging and Preparation,F,69342,0,5380.05,13,A
LIB,Department of Public Libraries,LIB 71 Cataloging and Preparation,F,69342,0,1128.52,13,A
LIB,Department of Public Libraries,LIB 71 Cataloging and Preparation,F,98228,0,7816.14,21,A
LIB,Department of Public Libraries,LIB 71 Cataloging and Preparation,F,117424,0,4913.3,72,C
LIB,Department of Public Libraries,LIB 71 Cataloging and Preparation,F,53747.229,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,98228,0,7816.14,21,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,112267,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,M,34721,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,28221.5,0,691.7,8,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,84745.6408,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,M,53526.97,314.64,0,16,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,24971,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,82109.654,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,66333,0,0,67,C
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,26253.07,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,M,27291.5,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,78937.0031,0,1282.97,16,A
LIB,Department of Public Libraries,LIB 71 Collection Management,M,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 Collection Management,F,112069.015,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,75707.3,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,74240.5686,0,0,16,A
LIB,Department of Public Libraries,LIB 71 Collection Management,M,107924,0,1579.99,24,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,112267,0,8939.51,24,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,55515.5524,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,55515.5524,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,100332.762,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Collection Management,M,148287.72,0,0,55,B
LIB,Department of Public Libraries,LIB 71 Collection Management,F,50932.4482,0,0,10,A
LIB,Department of Public Libraries,LIB 71 Collection Management,M,85060.5751,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,51215.8256,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,53834.36,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Collection Management,M,22324.8629,0,0,5,A
LIB,Department of Public Libraries,LIB 71 Collection Management,M,24948.9179,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,128301.33,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Collection Management,F,70333,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,86103,0,1521.32,18,A
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,70025.6632,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,92986,0,3104.27,67,C
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,49321,0,3942.06,5,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,28221.5,0,457.64,8,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,112267,0,8939.51,24,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,69342,0,5380.05,13,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,48114,0,3886.07,21,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,69342,0,3900.23,13,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,68751.841,0,0,16,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,37394.5638,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,27373.5728,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,114202,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,20535.2778,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,24886.4846,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,76111.1372,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,36772.346,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,83662.154,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,93766.67,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,30062.56,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,30062.56,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,24971,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,34721,0,554.33,13,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,112267,0,8939.51,24,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,48114,0,2329.35,21,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,34721,0,2484.73,13,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,98228,0,4657.56,21,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,31900.6383,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,34721,0,2805.6,13,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,34106.9225,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,37290.4235,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,57210.7,0,0,16,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,M,74033.0294,0,0,67,C
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,50341.7494,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,M,87845.3489,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,97151.5192,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,22324.86,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,34031.0691,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,19300,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,86103,0,6836.38,18,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,48114,0,3908.07,21,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,69342,0,5380.05,13,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 Davis Library,F,34721,0,817.97,13,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,34721,0,554.33,13,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,112267,178.23,8939.51,24,A
LIB,Department of Public Libraries,LIB 71 Davis Library,M,34721,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,24898.9704,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,67208.4886,0,0,16,A
LIB,Department of Public Libraries,LIB 71 Davis Library,M,28887.7794,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,48114,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,43854.8377,5.31,0,21,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,89899.1925,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,23646.4173,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Davis Library,F,87284.654,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Deaf Culture Digital Library,M,102845.0493,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Deaf Culture Digital Library,M,83033.55,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Detention Center Library,F,48114,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Detention Center Library,F,117424,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Digital Strategies,M,98228,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Digital Strategies,M,106317.07,0,0,73,C
LIB,Department of Public Libraries,LIB 71 Digital Strategies,F,132000,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Digital Strategies,F,98228,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Director's Office,F,78937.0007,0,3732.57,16,A
LIB,Department of Public Libraries,LIB 71 Director's Office,F,224000,0,0,43,B
LIB,Department of Public Libraries,LIB 71 Director's Office,F,98228.0037,0,0,68,C
LIB,Department of Public Libraries,LIB 71 Director's Office,F,78937,0,6256.7,16,A
LIB,Department of Public Libraries,LIB 71 Director's Office,F,62139.3465,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Director's Office,M,84387.1309,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,151930,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,34721,0,2745.09,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,48205.6466,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,78937,0,6256.7,16,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,28221.4902,0,1318.62,8,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,144944.12,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,28221.5,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,64312.2927,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,91100.776,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,60037.9731,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,24920.07,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,23646.4173,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,24394.5392,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,63798.925,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,31899.4625,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,82109.654,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,70226.4681,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,48114,35.92,3897.07,21,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,69342,0,3276.15,13,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,M,34007.1365,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,61925.6157,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,94753.04,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,84127.8487,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,47484.6194,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,37535.11,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,23646.4173,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,37479.7356,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,M,65771.107,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,89334,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,34600,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,48114,0,4357.53,21,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,32543.5,0,320.38,13,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,34721,0,2748.91,13,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,46303.0294,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,78937,0,2807.7,16,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,92986,0,0,67,C
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,98228,0,6218.21,21,A
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,34721,0,1624.7,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,69342,0,2521.38,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,112267,0,8939.51,24,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,69342,0,2111.09,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,98228,0,3897.89,21,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,61456.5554,0,0,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,82297.9891,0,0,21,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,31069.6538,0,0,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,89899.2145,0,0,24,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,29006.8651,0,0,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,31975.29,0,0,21,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,20535.2778,0,0,8,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,23246.5,0,0,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,23236.9,0,0,13,A
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,30893,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Workforce and Business Development Section,F,107367.0026,0,0,70,C
LIB,Department of Public Libraries,LIB 71 Business Office,M,107367,0,1744.73,70,C
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,79419.6898,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,39373.5,0,1871.31,16,A
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,72476.543,49.5,0,18,A
LIB,Department of Public Libraries,LIB 71 Collection Management,F,110949.0847,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,57833,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,37603.38,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,29266.5,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,51081.5,0,4117.56,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,78937,0,6256.7,16,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,28221.5,0,457.64,8,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,81450.8677,0,0,67,C
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,51081.5,0,4160.48,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,69342,0,5380.05,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,68470.5077,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,51081.5,0,4117.56,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,28221.494,0,457.51,8,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,98228,0,4534.19,21,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,133527.48,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,114866.61,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,110939.379,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,87207.3882,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,41046.554,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,29149.21,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,21404.0898,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,38947.0018,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,62055.16,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,53488.4872,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,M,31899.4625,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,70226.4681,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,28237.72,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,M,113512.1016,0,567.92,72,C
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,F,98228,0,0,68,C
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,F,86103,0,1232.16,18,A
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,F,99454.92,0,0,70,C
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,F,124003,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,92986,0,0,67,C
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,66552.7534,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,78937,0,3612.02,16,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,M,98228.0009,0,4657.56,21,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,86103,0,6079.55,18,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,110411.8605,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,34721,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,31068.2564,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,97501.7399,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,98048.654,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,31984.7229,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,27373.605,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,50214.85,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,31975.29,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,M,34721,0,2823.75,13,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,112267,0,5232.31,24,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,48114,0,3908.07,21,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,63483.5639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,27307.0348,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,M,70052.9442,0,0,16,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,111462.7129,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,32717.0831,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,M,104219.0048,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,51146.0935,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,33944.2401,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,27291.5,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,148607,0,0,56,B
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,92802.3021,0,888.21,67,C
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,69342,0,3668.15,13,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,69342,0,1574.69,13,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,86776.8047,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,22324.8629,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,87349.8215,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,M,57814.8063,0,0,16,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,99252.5102,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,84745.5799,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,27291.5,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,87357,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,29464.06,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,43401.25,0,3457.21,13,A
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,98228,0,7816.14,21,A
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,94685.9007,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,54072.1136,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,31233.1251,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,19300,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,104194.3169,0,0,72,C
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,48114,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,34721,0,2745.09,13,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,69342.0031,0,1128.52,13,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,78937,0,6048.01,16,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,92986,0,4005.07,67,C
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,32241.1383,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,28221.5,0,0,8,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,92612.579,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,M,73300.4489,23.98,0,18,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,M,23431.365,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,28418.4815,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,76648.98,0,0,24,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,63798.925,0,0,21,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,27291.5,0,0,18,A
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,M,22639,0,0,13,A
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,75521,0,3562.81,12,A
